

# Contour value=5.00 
mST_GeV,deltaM_GeV
8.2676e+02,4.6661e+02
8.2667e+02,4.6760e+02
8.2658e+02,4.6858e+02
8.2649e+02,4.6956e+02
8.2640e+02,4.7054e+02
8.2631e+02,4.7152e+02
8.2622e+02,4.7251e+02
8.2613e+02,4.7349e+02
8.2605e+02,4.7447e+02
8.2596e+02,4.7545e+02
8.2587e+02,4.7643e+02
8.2578e+02,4.7741e+02
8.2569e+02,4.7840e+02
8.2560e+02,4.7938e+02
8.2551e+02,4.8036e+02
8.2542e+02,4.8134e+02
8.2533e+02,4.8232e+02
8.2524e+02,4.8331e+02
8.2515e+02,4.8429e+02
8.2506e+02,4.8527e+02
8.2497e+02,4.8625e+02
8.2488e+02,4.8723e+02
8.2485e+02,4.8755e+02
8.2479e+02,4.8822e+02
8.2470e+02,4.8920e+02
8.2461e+02,4.9018e+02
8.2452e+02,4.9116e+02
8.2443e+02,4.9214e+02
8.2434e+02,4.9313e+02
8.2425e+02,4.9411e+02
8.2416e+02,4.9509e+02
8.2407e+02,4.9607e+02
8.2398e+02,4.9705e+02
8.2389e+02,4.9804e+02
8.2380e+02,4.9902e+02
8.2371e+02,5.0000e+02
